ID_original;number;title;doi;pmid;tq1;tq2;tq3;tq4;uri;altmetric_jid;issns1;issns2;issns3;journal;cohorts.pub;cohorts.doc;abstract;context.all.count;context.all.mean;context.all.rank;context.all.pct;context.all.higher_than;context.journal.count;context.journal.mean;context.journal.rank;context.journal.pct;context.journal.higher_than;context.similar_age_3m.count;context.similar_age_3m.mean;context.similar_age_3m.rank;context.similar_age_3m.pct;context.similar_age_3m.higher_than;context.similar_age_journal_3m.count;context.similar_age_journal_3m.mean;context.similar_age_journal_3m.rank;context.similar_age_journal_3m.pct;context.similar_age_journal_3m.higher_than;authors1;authors2;authors3;authors4;authors5;authors6;authors7;authors8;authors9;authors10;authors11;authors12;authors13;authors14;authors15;altmetric_id;schema;is_oa;publisher_subjects.name1;publisher_subjects.name2;publisher_subjects.scheme1;publisher_subjects.scheme2;cited_by_posts_count;cited_by_tweeters_count;cited_by_accounts_count;cited_by_feeds_count;last_updated;score;history.1y;history.6m;history.3m;history.1m;history.1w;history.6d;history.5d;history.4d;history.3d;history.2d;history.1d;history.at;url;added_on;published_on;subjects1;subjects2;scopus_subjects1;scopus_subjects2;scopus_subjects3;scopus_subjects4;readers.citeulike;readers.mendeley;readers.connotea;readers_count;images.small;images.medium;images.large;details_url;publisher_subjects.name3;publisher_subjects.name4;publisher_subjects.name5;publisher_subjects.scheme3;publisher_subjects.scheme4;publisher_subjects.scheme5
193;120;Association Of Psoriasis With Stroke And Myocardial Infarction: Meta Analysis Of Cohort Studies;10.1111/bjd.12002;22897416;NA;NA;NA;NA;NA;4f6fa4e93cf058f610002442;1365-2133;0007-0963;NA;British Journal of Dermatology;5;NA;Psoriasis is a common, chronic, relapsing, inflammatory skin disorder. Observational studies suggest an association between psoriasis and the incidence of stroke or myocardial infarction (MI). However, whether psoriasis is an independent risk factor for these two vascular events remains controversial.;6510693;60312668782349;1409166;78;5093498;2838;48622319351428;521;81;2315;86276;58336657432628;19570;77;66596;29;20732142857143;6;79;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;919694;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;6;5;6;NA;1356602400;3.45;0;0;0;0;0;0;0;0;0;0;0;3.45;http://dx.doi.org/10.1111/bjd.12002;1346266629;1325376000;NA;NA;Medicine;Health Sciences;NA;NA;0;11;0;11;https://badges.altmetric.com/?size=64&score=4&types=tttttttf;https://badges.altmetric.com/?size=100&score=4&types=tttttttf;https://badges.altmetric.com/?size=180&score=4&types=tttttttf;http://www.altmetric.com/details.php?citation_id=919694;NA;NA;NA;NA;NA;NA
195;121;Sexual dysfunction in patients with psoriasis and psoriatic arthritis - a systematic review;10.1590/s0482-50042012000600011;NA;NA;NA;NA;NA;NA;56a768e32a83eeb12a8b4b16;NA;NA;NA;Revista Brasileira de Reumatologia;2;NA;NA;5041086;5964734720803;2652106;46;2365422;210;12864401913876;66;68;144;286585;61687135639115;140229;50;144674;11;0.825;4;63;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1133899;1.5.4;FALSE;NA;NA;NA;NA;3;2;2;NA;1357711257;1.1;0;0;0;0;0;0;0;0;0;0;0;1.1;http://dx.doi.org/10.1590/s0482-50042012000600011;1355941276;1325376000;NA;NA;NA;NA;NA;NA;0;13;0;13;https://badges.altmetric.com/?size=64&score=2&types=tttttttt;https://badges.altmetric.com/?size=100&score=2&types=tttttttt;https://badges.altmetric.com/?size=180&score=2&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1133899;NA;NA;NA;NA;NA;NA
197;122;Placebo response in relation to clinical trial design: a systematic review and meta-analysis of randomized controlled trials for determining biologic efficacy in psoriasis treatment.;10.1007/s00403-012-1266-9;22843024;NA;NA;NA;NA;NA;4f6fa4e83cf058f610002301;NA;NA;NA;Archives of Dermatological Research;1;NA;There is a need to better define how the efficacy of investigational drugs is affected by study design, implementation, and placebo responses in randomized controlled trials. The improvements observed in placebo groups within trials examining psoriasis treatments may be partially due to study design and implementation. We conducted a systematic review of randomized placebo-controlled trials assessing the efficacy of biologics in the treatment of psoriasis and psoriatic arthritis to evaluate rates of placebo and active drug responders to determine specific factors within study design that may contribute to placebo responses. We included randomized, placebo-controlled trials of etanercept, infliximab, adalimumab, golimumab, ustekinumab, alefacept, and efalizumab that utilized Psoriasis Area Severity Index as an outcomes measure. We compared the rates of the placebo treatment arm versus the active drug arm achieving 75 % improvement of Psoriasis Area Severity Index. 31 trials involving 8285 active treatment and 3999 placebo patients were included. Rates of placebo responders (4.14 %) were significantly lower than active drug responders (48.4 %). The overall odds ratio calculated was 23.94 (p < 0.0001, 95 % CI 16.02-35.76). Binomial regression models showed that treatment indication, randomization fraction, a PASI inclusion requirement, and the time period of outcomes measure documentation affect placebo responses. Placebo responses seen in randomized controlled trials evaluating biologics in the treatment of psoriasis are not likely due to a physiologic mechanism, but may be secondary to chronic disease course and factors of clinical trial design and implementation.;4507144;51294364809111;2310673;35;1579708;341;20611;174;37;128;89523;73207505641073;45519;34;30468;13;0.7291666667;3;61;8;Lamel SA;Myer KA;Younes N;Zhou JA;Maibach H;Maibach HI;NA;NA;NA;NA;NA;NA;NA;NA;NA;1573679;1.5.4;FALSE;Dermatology;Medicine & Public Health;springer;springer;2;1;1;NA;1371810002;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1007/s00403-012-1266-9;1371809892;1343779200;NA;NA;Medicine;Health Sciences;NA;NA;1;19;0;20;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1573679;Clinical Sciences;NA;NA;era;NA;NA
199;123;A Systematic Review of Systemic Medications for Pustular Psoriasis in Pediatrics.;10.1111/pde.12351;24890463;NA;NA;NA;NA;NA;4f6fa5113cf058f6100032ac;NA;NA;NA;Pediatric Dermatology;1;NA;There is lack of information and evidence-based studies on the treatment of pediatric pustular psoriasis. Previous reports have emphasized the limitations of the existing data and encouraged the exploration of therapy optimization through more structured research. The objective of the current study was to perform a systematic review of systemic interventions for pediatric pustular psoriasis with an emphasis on clinical response and treatment outcomes. A systematic literature search was conducted using the PubMed and Embase databases from 1982 to 2012. Of 632 references identified, 14 met our inclusion criteria and were included in the analysis. A cohort of eight patients from the Hospital for Sick Children, Toronto, Canada, was also included. Information was limited to systemic treatments in children. Only English- and Spanish-language articles were included. Information was gathered from 24 patients, 22 of whom (92%) presented with generalized pustular psoriasis and 2 (8%) with acral distribution. The mean age at presentation was 6.3 ± 4.9 years. More than one intervention was required in 12 (50%) cases. The most common therapies used for generalized pustular psoriasis were acitretin, cyclosporine, and methotrexate. We identified that there is lack of information regarding long-term response to systemic drugs because the data were focused on treatment initiation. Treatment of pustular psoriasis in pediatrics is challenging. Although acitretin, methotrexate, and cyclosporine seem to control generalized pustular psoriasis within 3 months of therapy initiation, information on long-term follow-up is lacking. Furthermore, physicians may encounter difficulties after discontinuing or tapering medications.;5090501;60303787922621;2689346;34;1737528;630;18935771065183;257;40;255;125653;7906197720689;61645;38;48350;7;0.7916666667;2;28;2;Claudia J Posso-De Los Rios;Elena Pope;Irene Lara-Corrales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2402633;1.5.4;FALSE;NA;NA;NA;NA;4;1;1;NA;1431425856;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/pde.12351;1401876555;1401321600;dermatology;pediatrics;Medicine;Health Sciences;NA;NA;0;19;0;19;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2402633;NA;NA;NA;NA;NA;NA
202;124;Elicitation and Use of Patients’ Preferences in the Treatment of Psoriasis: A Systematic Review;10.2340/00015555-1304;22278662;NA;NA;NA;NA;http://www.medicaljournals.se/acta/content/?doi=10.2340/00015555-1304;4f6fa4e73cf058f61000214b;NA;NA;NA;Acta Dermato-Venereologica;NA;NA;NA;7560115;65270342886323;1828883;62;4721871;542;29855341959335;75;65;354;225978;12931253570054;77837;63;144339;26;1644;4;80;21;N Umar;S Yamamoto;A Loerbroks;D Terris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15745100;1.5.4;FALSE;NA;NA;NA;NA;1;NA;1;NA;1476921600;3;3;0;0;0;0;0;0;0;0;0;0;3;http://dx.doi.org/10.2340/00015555-1304;1485279402;1325376000;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;25;0;25;https://badges.altmetric.com/?size=64&score=3&types=dddddddd;https://badges.altmetric.com/?size=100&score=3&types=dddddddd;https://badges.altmetric.com/?size=180&score=3&types=dddddddd;http://www.altmetric.com/details.php?citation_id=15745100;NA;NA;NA;NA;NA;NA
203;125;Plant extracts for the topical management of psoriasis: A systematic review and meta-analysis.;10.1111/bjd.12557;23909714;Plant extracts with anti-inflammatory, antiproliferative and other actions of relevance to psoriasis.;Plant extracts for the topical management of psoriasis: Deng 2013 British Journal of Dermatology Wiley OnlineLibrary;NA;NA;NA;4f6fa4e93cf058f610002442;1365-2133;0007-0963;NA;British Journal of Dermatology;4;NA;Patients with psoriasis frequently use preparations of plant extracts. Physicians need to be aware of the current evidence concerning these products. This review evaluates the efficacy and safety of preparations of plant extracts used topically for psoriasis. Searches were conducted in PubMed, Embase, the Cochrane library, two Chinese databases and article reference lists. Randomized controlled trials investigating extracts of single plants were included. Preparations of multiple plants and combinations of plant extracts plus conventional therapies were excluded. Two authors conducted searches, extracted data and assessed risk of bias. Outcomes used in meta-analyses were: clinical efficacy, Psoriasis Area and Severity Index score, and quality of life and symptom scores. The 12 included studies investigated extracts of: Mahonia aquifolium (n = 5), Aloe vera (n = 3), indigo naturalis (n = 2), kukui nut oil (n = 1) and Camptotheca acuminata nut (n = 1). Methodological quality was variable. Six studies provided data suitable for meta-analysis of clinical efficacy, and five were vs. placebo (relative risk 3·37, 95% confidence interval 1·36-8·33). Experimental studies indicate components of indigo naturalis, Mahonia and Camptotheca have anti-inflammatory, antiproliferative and other actions of relevance to psoriasis. The clinical trial evidence provides limited support for preparations containing extracts of M. aquifolium, indigo naturalis and Aloe vera for the topical management of plaque psoriasis based on multiple studies. No serious adverse events were reported. Because of the small size of most studies and methodological weaknesses, strong conclusions cannot be made. The magnitudes of any effects cannot be measured with accuracy, so it is difficult to assess the clinical relevance of these preparations.;6307487;59759522849522;2240224;63;4027780;2336;46032368308351;962;57;1352;101576;76927129510215;34527;65;66299;39;21473684210526;8;76;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1671854;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;5;4;4;NA;1401275800;2.25;0;0;0;0;0;0;0;0;0;0;0;2.25;http://dx.doi.org/10.1111/bjd.12557;1375783395;1375401600;NA;NA;Medicine;Health Sciences;NA;NA;0;34;0;34;https://badges.altmetric.com/?size=64&score=3&types=tttttttt;https://badges.altmetric.com/?size=100&score=3&types=tttttttt;https://badges.altmetric.com/?size=180&score=3&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1671854;NA;NA;NA;NA;NA;NA
204;126;Off-Label Biologic Regimens in Psoriasis: A Systematic Review of Efficacy and Safety of Dose Escalation, Reduction, and Interrupted Biologic Therapy;10.1371/journal.pone.0033486;22509259;#PLOSONE: Off-Label #Biologic Regimens in #Psoriasis A Systematic Review Efficacy Safety of Dose Escalation, #Dermat;Off-Label Biologic Regimens in Psoriasis #biologics #etanercept #adalimumab #infliximab #ustekinumab #alefacept;NA;NA;NA;4f6fa5313cf058f6100043e3;NA;NA;NA;PLoS ONE;2;NA;While off-label dosing of biologic treatments may be necessary in selected psoriasis patients, no systematic review exists to date that synthesizes the efficacy and safety of these off-label dosing regimens. The aim of this systematic review is to evaluate efficacy and safety of off-label dosing regimens (dose escalation, dose reduction, and interrupted treatment) with etanercept, adalimumab, infliximab, ustekinumab, and alefacept for psoriasis treatment.;5036908;59657355758162;2294011;53;2718369;88909;92643371575112;41156;53;47299;289897;62783338093659;115772;59;172165;6547;77421148793156;2702;57;3797;Elizabeth A. Brezinski;April W. Armstrong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1218720;1.5.4;FALSE;NA;NA;NA;NA;3;3;3;NA;1373704738;1.6;0;0;0;0;0;0;0;0;0;0;0;1.6;http://dx.doi.org/10.1371/journal.pone.0033486;1360053610;1334102400;medicine;science;Life Sciences;Medicine;Health Sciences;Agricultural and Biological Sciences;0;53;0;53;https://badges.altmetric.com/?size=64&score=2&types=tttttttt;https://badges.altmetric.com/?size=100&score=2&types=tttttttt;https://badges.altmetric.com/?size=180&score=2&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1218720;NA;NA;NA;NA;NA;NA
205;127;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;10.1111/j.1468-3083.2012.04524.x;22512681;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;0926-9959;1468-3083;NA;Journal of the European Academy of Dermatology & Venereology;NA;NA;NA;4765547;57143392081442;1828976;60;2898950;1173;20077269624573;278;74;876;93493;90511181919309;28694;68;64029;7;29833333333333;3;57;4;Devaux S;Castela A;Archier E;Gallini A;Joly P;Misery L;Aractingi S;Aubin F;Bachelez H;Cribier B;Jullien D;Le Maître M;Richard MA;Ortonne JP;Paul C;5620223;1.5.4;FALSE;NA;NA;NA;NA;1;NA;1;NA;1353712740;2.5;0;0;0;0;0;0;0;0;0;0;0;2.5;http://dx.doi.org/10.1111/j.1468-3083.2012.04524.x;1455657440;1337036400;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;40;0;40;https://badges.altmetric.com/?size=64&score=3&types=qqqqqqqq;https://badges.altmetric.com/?size=100&score=3&types=qqqqqqqq;https://badges.altmetric.com/?size=180&score=3&types=qqqqqqqq;http://www.altmetric.com/details.php?citation_id=5620223;NA;NA;NA;NA;NA;NA
207;128;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: systematic review and expert opinion of a panel of dermatologists.;10.1111/j.1468-3083.2012.04518.x;22512675;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;0926-9959;1468-3083;NA;Journal of the European Academy of Dermatology & Venereology;NA;NA;Although topical treatments and phototherapy are available for more than 40 years, there is a paucity of evidence-based recommendations regarding their use.;7349306;638498886112;1754388;62;4617774;1458;30637391901167;231;73;1074;235171;79311497810096;65318;70;165582;73;34034722222222;23;67;49;Paul C;Gallini A;Archier E;Castela E;Devaux S;Aractingi S;Aubin F;Bachelez H;Cribier B;Joly P;Jullien D;Le Maître M;Misery L;Richard MA;Ortonne JP;3131292;1.5.4;FALSE;NA;NA;NA;NA;2;NA;2;NA;1457124048;3;0;0;0;0;0;0;0;0;0;0;0;3;http://dx.doi.org/10.1111/j.1468-3083.2012.04518.x;1422548275;1338073200;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;47;0;47;https://badges.altmetric.com/?size=64&score=3&types=wwwwwwww;https://badges.altmetric.com/?size=100&score=3&types=wwwwwwww;https://badges.altmetric.com/?size=180&score=3&types=wwwwwwww;http://www.altmetric.com/details.php?citation_id=3131292;NA;NA;NA;NA;NA;NA
213;129;Ocular damage in patients with psoriasis treated by Psoralen UVâ<U+0080>A therapy or Narrow band UVB therapy: a systematic literature review;10.1111/j.1468-3083.2012.04521.x;22512678;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;1468-3083;0926-9959;NA;Journal of the European Academy of Dermatology & Venereology;1;NA;NA;6387788;59823105998994;3009792;29;1911641;1229;28300374592834;544;29;363;82354;49383706725923;37016;40;33543;28;15907407407407;8;39;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;711354;1.5.4;FALSE;NA;NA;NA;NA;1;1;1;NA;1335258623;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/j.1468-3083.2012.04521.x;1335259005;1335830400;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;10;0;10;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=711354;NA;NA;NA;NA;NA;NA
214;130;Combination Treatments for Psoriasis: A Systematic Review and Meta-analysis;10.1001/archdermatol.2011.1916;22184718;Arch Dermatol Combination Treatments for Psoriasis: A Systematic Review archdermatol.2011.1916v1;Acne A's Skin Update Arch Dermatol -- Abstract: Combination Treatments for Psoriasis: A ... #psoriasis #skincare;Combination Treatments for Psoriasis;NA;NA;4f6fa60c3cf058f610006af6;NA;NA;NA;Archives of Dermatology;4;NA;To summarize the current state of evidence for combination topical and systemic therapies for mild to severe psoriasis.;4506762;51233691071599;795860;82;3707135;1020;31265024533857;133;86;887;235234;41986761126205;38683;83;196335;78;35383376623377;19;75;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;502567;1.5.4;FALSE;NA;NA;NA;NA;6;5;6;NA;1324746806;4.6;0;0;0;0;0;0;0;0;0;0;0;4.6;http://dx.doi.org/10.1001/archdermatol.2011.1916;1324479804;1293840000;NA;NA;Medicine;Health Sciences;NA;NA;0;42;0;42;https://badges.altmetric.com/?size=64&score=5&types=tttttttf;https://badges.altmetric.com/?size=100&score=5&types=tttttttf;https://badges.altmetric.com/?size=180&score=5&types=tttttttf;http://www.altmetric.com/details.php?citation_id=502567;NA;NA;NA;NA;NA;NA
216;131;Physician Global Assessment (PGA) and Psoriasis Area and Severity Index (PASI): Why do both? AÂ systematic analysis of randomized controlled trials of biologic agents for moderate to severe plaque psoriasis;10.1016/j.jaad.2011.01.022;22041254;NA;NA;NA;NA;NA;4f6fa62a3cf058f610007e8d;NA;NA;NA;Journal of the American Academy of Dermatology;2;NA;Although there are many psoriasis assessment tools currently published, one of the unmet needs in psoriasis research remains consensus about the single best validated and reproducible assessment tool.;4505915;51093654012801;1003200;65;2931360;2166;29191150115473;344;62;1354;71742;40794995887986;13974;76;55013;51;267808;15;70;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;435633;1.5.4;FALSE;NA;NA;NA;NA;3;2;3;NA;1368662400;3;0;0;0;0;0;0;0;0;0;0;0;3;http://dx.doi.org/10.1016/j.jaad.2011.01.022;1320084111;1320019200;NA;NA;Medicine;Health Sciences;NA;NA;0;64;0;64;https://badges.altmetric.com/?size=64&score=3&types=ttttt111;https://badges.altmetric.com/?size=100&score=3&types=ttttt111;https://badges.altmetric.com/?size=180&score=3&types=ttttt111;http://www.altmetric.com/details.php?citation_id=435633;NA;NA;NA;NA;NA;NA
229;132;Psoriasis and Vascular Disease—Risk Factors and Outcomes: A Systematic Review of the Literature;10.1007/s11606-011-1698-5;21472501;NA;NA;NA;NA;NA;4f6fa4ee3cf058f610002c43;0884-8734;1525-1497;NA;JGIM: Journal of General Internal Medicine;1;NA;Psoriasis afflicts 2-3% of the world's population. Affected patients commonly have risk factors for cardiovascular disease (CVD). In addition, psoriasis is independently associated with CVD and mortality.;4505992;51115236646191;3108147;22;1009268;2177;7594;1679;12;263;73642;40435927811952;43584;29;21532;53;43106153846154;39;9;5;Rita V. Patel;Michael L. Shelling;Srdjan Prodanovich;Daniel G. Federman;Robert S. Kirsner;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;452828;1.5.4;FALSE;NA;NA;NA;NA;1;1;1;NA;1321100400;0.5;0;0;0;0;0;0;0;0;0;0;0;0.5;http://dx.doi.org/10.1007/s11606-011-1698-5;1321103369;1302134400;NA;NA;Medicine;Health Sciences;NA;NA;0;33;0;33;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=452828;NA;NA;NA;NA;NA;NA
230;133;Association between biologic therapies for chronic plaque psoriasis and cardiovascular events: a meta-analysis of randomized controlled trials.;10.1001/jama.2011.1211;21862748;#psoriasis No significant difference in the rate of MACEs in patients receiving anti-IL-12/23 mAbs or anti-TNF agents.;Association Between Biologic Therapies for Chronic Plaque Psoriasis and Cardiovascular Events;Association between biologic therapies for chronic plaque psoriasis and cardiovascular ... #medicine;Acne A's Skin Update Association Between Biologic Therapies for Chronic Plaque ... #psoriasis #skincare;NA;4f6fa4ee3cf058f610002c38;0098-7484;1538-3598;NA;JAMA: Journal of the American Medical Association;7;2;Ustekinumab and briakinumab, monoclonal antibodies to the shared p40 subunit of interleukin (IL)-12 and IL-23, have shown efficacy in treating chronic plaque psoriasis (CPP). Preliminary reports of major adverse cardiovascular events (MACEs) in psoriasis patients receiving anti-IL-12/23 agents have prompted concern.;5352314;62631437216044;659131;87;4690846;13018;34199550434048;5777;55;7223;65113;54247769074825;8501;86;56563;278;11753046931408;89;67;187;Caitriona Ryan;Craig L. Leonardi;James G. Krueger;Alexa B. Kimball;Bruce E. Strober;Kenneth B. Gordon;Richard G. Langley;James A. de Lemos;Yahya Daoud;Derek Blankenship;Salahuddin Kazi;Daniel H. Kaplan;Vincent E. Friedewald;Alan Menter;NA;244373;1.5.4;FALSE;NA;NA;NA;NA;11;10;11;NA;1316013789;8.5;0;0;0;0;0;0;0;0;0;0;0;8.5;http://dx.doi.org/10.1001/jama.2011.1211;1314206148;1314144000;NA;NA;Medicine;Health Sciences;NA;NA;0;27;1;28;https://badges.altmetric.com/?size=64&score=9&types=tttttttf;https://badges.altmetric.com/?size=100&score=9&types=tttttttf;https://badges.altmetric.com/?size=180&score=9&types=tttttttf;http://www.altmetric.com/details.php?citation_id=244373;NA;NA;NA;NA;NA;NA
231;134;The Risk of Infection and Malignancy with Tumor Necrosis Factor Antagonists in Adult Patients with Psoriatic Disease: A Systematic Review and Meta-analysis of Randomized Controlled Trials;10.1016/j.jaad.2010.09.734;21315483;NA;NA;NA;NA;NA;4f6fa62a3cf058f610007e8d;NA;NA;NA;Journal of the American Academy of Dermatology;2;NA;NA;7871308;66666994406334;3548559;53;4244547;3256;75920952380952;1848;42;1369;229772;88559254475108;93394;57;132004;57;11100678571429;33;38;22;E. D. Dommasch;K. Abuabara;D.B. Shin;J. Nguyen;A. B. Troxel;J.M. Gelfand;NA;NA;NA;NA;NA;NA;NA;NA;NA;4438910;1.5.4;FALSE;NA;NA;NA;NA;5;2;3;NA;1465379128;1.75;0;0;0;0;0;0;0;0;0;0;0;1.75;http://dx.doi.org/10.1016/j.jaad.2010.09.734;1440615189;1306886400;NA;NA;Medicine;Health Sciences;NA;NA;0;66;0;66;https://badges.altmetric.com/?size=64&score=2&types=tttttfff;https://badges.altmetric.com/?size=100&score=2&types=tttttfff;https://badges.altmetric.com/?size=180&score=2&types=tttttfff;http://www.altmetric.com/details.php?citation_id=4438910;NA;NA;NA;NA;NA;NA
232;135;Oral cyclosporin in psoriasis: a systematic review on treatment modalities, risk of kidney toxicity and evidence for use in non-plaque psoriasis.;10.1111/j.1468-3083.2011.03992.x;21388455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maza A;Montaudié H;Sbidian E;Gallini A;Aractingi S;Aubin F;Bachelez H;Cribier B;Joly P;Jullien D;Le Maître M;Misery L;Richard MA;Ortonne JP;Paul C;14403874;1.5.4;FALSE;NA;NA;NA;NA;1;NA;1;NA;1480206873;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0.25;http://dx.doi.org/10.1111/j.1468-3083.2011.03992.x;1480747954;1305414000;dermatology;sexuallytransmitteddiseases;NA;NA;NA;NA;0;56;0;56;https://badges.altmetric.com/?size=64&score=1&types=ffffffff;https://badges.altmetric.com/?size=100&score=1&types=ffffffff;https://badges.altmetric.com/?size=180&score=1&types=ffffffff;http://www.altmetric.com/details.php?citation_id=14403874;NA;NA;NA;NA;NA;NA
233;136;Efficacy and safety of oral retinoids in different psoriasis subtypes: a systematic literature review.;10.1111/j.1468-3083.2011.03993.x;21388456;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;NA;NA;NA;Journal of the European Academy of Dermatology & Venereology;NA;NA;There is limited evidence regarding the efficacy and safety of retinoids in different psoriasis subtypes.;3631524;4926174121992;2015215;26;944245;1011;17251485148515;406;43;437;109362;72019472023851;55088;27;30606;10;13833333333333;4;60;6;E Sbidian;A Maza;H Montaudié;A Gallini;S Aractingi;F Aubin;B Cribier;P Joly;D Jullien;M Le Maître;L Misery;M-A Richard;C Paul;J-P Ortonne;H Bachelez;1992967;1.5.4;FALSE;NA;NA;NA;NA;1;NA;1;NA;1387324800;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/j.1468-3083.2011.03993.x;1387476808;1304208000;NA;NA;Medicine;Health Sciences;NA;NA;0;37;0;37;https://badges.altmetric.com/?size=64&score=1&types=11111111;https://badges.altmetric.com/?size=100&score=1&types=11111111;https://badges.altmetric.com/?size=180&score=1&types=11111111;http://www.altmetric.com/details.php?citation_id=1992967;NA;NA;NA;NA;NA;NA
235;137;Methotrexate in psoriasis: a systematic review of treatment modalities, incidence, risk factors and monitoring of liver toxicity.;10.1111/j.1468-3083.2011.03991.x;21388454;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;NA;NA;NA;Journal of the European Academy of Dermatology & Venereology;NA;NA;To define practical use and to specify the ideal method for monitoring the liver toxicity of MTX in the management of psoriasis.;3632299;49243828402896;816002;63;2293945;1011;17239504950495;106;79;804;94901;80815720126451;24775;72;69029;41;0.95375;4;90;37;Montaudié, H;Sbidian, E;Paul, C;Maza, A;Gallini, A;Aractingi, S;Aubin, F;Bachelez, H;Cribier, B;Joly, P;Jullien, D;Le Maître, M;Misery, L;Richard, M-A;Ortonne, J-P;3116021;1.5.4;FALSE;NA;NA;NA;NA;1;NA;1;NA;1377256328;3;0;0;0;0;0;0;0;0;0;0;0;3;http://dx.doi.org/10.1111/j.1468-3083.2011.03991.x;1422478458;1299628800;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;43;0;43;https://badges.altmetric.com/?size=64&score=3&types=wwwwwwww;https://badges.altmetric.com/?size=100&score=3&types=wwwwwwww;https://badges.altmetric.com/?size=180&score=3&types=wwwwwwww;http://www.altmetric.com/details.php?citation_id=3116021;NA;NA;NA;NA;NA;NA
